gene	waldStat	df	pvalue	meanLogFC
ZNHIT6	0.00585903171848086	2	0.997074770985196	0.0378984641315936
ODF2L	0.169929524991802	2	0.9185446510521	0.178760616092321
SH3GLB1	1.43271178235769	2	0.48852926999941	0.101867334497269
SELENOF	10.6866176594618	2	0.00478002821521806	0.277121831250609
HS2ST1	6.42998752261201	2	0.0401555843412454	0.945439734264469
LMO4	42.3277848730149	2	6.43633035757318e-10	1.65541185623273
PKN2	0.192278703291413	2	0.90833742893327	0.220233622903086
GTF2B	1.39162985177601	2	0.498667904971144	0.342328990008787
KYAT3	0.455095203025423	2	0.796484506727727	0.289237651637227
RBMXL1	0.324989026125811	2	0.85002075422301	0.355724746858415
GBP3	1.84458150780245	2	0.397607176863454	2.14139274694707
GBP1	2.37687598758484	2	0.304696830892127	1.23457752950774
GBP2	0.44134957438312	2	0.801977451224091	0.736584598624754
GBP4	0.127407582048919	2	0.938282886184921	0.268011037769887
LRRC8B	1.68741290768365	2	0.430113370017108	2.08579100978626
AC099568.2	5.02675247104656	2	0.0809943211907764	2.91716909862331
LRRC8D	3.91064695540699	2	0.141518691148018	1.86691609724531
ZNF326	3.85137617080499	2	0.145775416402716	0.653044672823605
ZNF644	0.959615210248848	2	0.618902454012928	0.39295273823306
GLMN	1.11627188604558	2	0.572274823099111	0.542664267724622
RPAP2	0.171463512111486	2	0.917840403331574	0.201186267623157
GFI1	0.314700301487238	2	0.854404835945529	0.811830164072072
EVI5	9.17428269123288	2	0.0101819234101188	1.52039664564564
RPL5	5.57046808474348	2	0.061714643499056	0.187575522228646
FAM69A	4.31379045594259	2	0.11568373566833	1.84920622642077
MTF2	14.2894250893312	2	0.000789025005741517	0.671418691099704
TMED5	0.0229772278416926	2	0.988577128201264	0.0647801054755685
CCDC18	0.551765046339566	2	0.758902078935395	0.361257791900947
DR1	0.715718174517386	2	0.699171590250762	0.283574751562334
BCAR3	18.9973736084304	2	7.49501895638272e-05	2.75097074767426
DNTTIP2	0.566982019181747	2	0.753149893235301	0.0760001064755143
GCLM	0.113248430698415	2	0.944949100022379	0.231020248938411
ABCD3	0.164670831036128	2	0.920963001602443	0.410930370701772
ALG14	7.03643708182983	2	0.0296522123468199	1.3329783486583
PTBP2	0.190879123907198	2	0.90897329656385	0.345961457354573
DPYD	5.46938700614729	2	0.0649138999659802	5.072581740241
SNX7	5.90461046548377	2	0.0522191897069419	11.0671269650039
AGL	2.39818398020127	2	0.301467823440439	0.889776747279375
SLC35A3	3.75055033386783	2	0.153312774434146	1.19936388321158
MFSD14A	0.640187647455559	2	0.726080910260115	0.62179883797857
SASS6	0.963035863764721	2	0.61784483328161	0.756790894666709
TRMT13	6.20758719708891	2	0.0448786275557244	1.12427289194881
DBT	0.360601210681883	2	0.835019162459811	0.55587859368362
RTCA	2.05197677381058	2	0.358442010875843	0.606528528659831
EXTL2	0.469057023642093	2	0.790943682325159	0.594139434338598
SLC30A7	2.48347055364309	2	0.288882491656034	0.349597401644329
DPH5	5.11687356227503	2	0.0774256791739451	1.33757892952826
RNPC3	6.92501431698951e-05	2	0.999965375527856	0.00319235602468969
PRMT6	0.000553236788210055	2	0.999723419861235	0.0132337066546429
VAV3	7.29477075478842	2	0.0260591746900343	3.04599570730064
SLC25A24	3.66821830697356	2	0.159755756253679	1.65349712825257
HENMT1	7.62600758134523	2	0.0220817502825347	2.06341202296128
PRPF38B	1.85620172056046	2	0.395303734969875	0.257472038181198
STXBP3	1.2176949243238	2	0.543977462527443	0.454333909942833
GPSM2	4.13104188276834	2	0.12675224287715	1.28579742582068
CLCC1	1.79137091307658	2	0.408327611861112	1.23963270020261
TAF13	0.0033315234628421	2	0.998335624879624	0.0509771200507851
AL356488.3	0.0309076758824762	2	0.984664959864358	0.199016957079927
TMEM167B	5.43606824201793	2	0.0660043835980542	1.07700301452425
SARS	0.391608452115093	2	0.822173179007953	0.121964504234852
PSMA5	16.3070916272662	2	0.000287713370815346	0.406011373247459
ATXN7L2	0.00150843422027507	2	0.999246067240095	0.0413154951189429
GNAI3	0.00912739430613196	2	0.995446700689238	0.020995982772361
AMPD2	0.0225122103836151	2	0.988807007736362	0.116797133482919
GSTM4	0.188076987550913	2	0.910247722694922	0.245749650128876
AHCYL1	3.19323708220817	2	0.202580378342691	0.806088890320781
STRIP1	1.59933741448701	2	0.449477848209065	0.638670102622087
RBM15	1.84823049322182	2	0.396882406837811	0.341407290870157
SLC16A4	1.17781475677331	2	0.554933285711269	0.666365531535273
LAMTOR5	8.88095036977785	2	0.0117903345995709	0.379524700864137
CD53	110.97152475194	2	0	1.7228636915328
LRIF1	0.571707900011022	2	0.751372345860636	0.262914604652851
DRAM2	4.726676156679	2	0.0941055665608681	0.408422846371444
CEPT1	0.0141283235223039	2	0.992960730780073	0.0416855933617959
AL355816.2	2.10529705796672	2	0.349012155112592	1.07029767171662
DENND2D	16.8940536143562	2	0.000214537328911413	1.05717451100311
CHI3L2	6.41856077192096	2	0.0403856649092585	0.761773801905855
WDR77	3.10412590843004	2	0.211810567304448	0.528969825324192
ATP5PB	3.0016052145006	2	0.222951146112725	0.228772867699338
C1orf162	9.80755119602902	2	0.00741852077597538	2.82464660243369
RAP1A	9.42447806921242	2	0.00898463812868888	0.475336338191738
DDX20	0.191197132975746	2	0.908828777178086	0.251862677269807
ST7L	0.565337063660577	2	0.753769597084256	0.269506477769372
CAPZA1	3.54967181251601	2	0.169511262954849	0.109749412137707
MOV10	3.47763609800166	2	0.175727979779915	8.07068265346518
RHOC	0.312900405622504	2	0.855174101908779	0.131961522480051
SLC16A1	0.120467814220787	2	0.941544273924681	0.231909740237293
SLC16A1-AS1	1.46752873293293	2	0.480098318202457	1.05848350966877
LRIG2	0.692205363741018	2	0.707439842130642	0.19788301285868
PHTF1	6.88876386737225	2	0.0319244873964392	2.09916486373484
RSBN1	1.50578266089758	2	0.471002757485545	0.582715484275412
PTPN22	1.66544725761577	2	0.434863265796659	0.801863362873965
AP4B1	0.0519851431684101	2	0.974342327401801	0.204123361897316
HIPK1	0.0182495364370829	2	0.990916736143817	0.145102047589416
TRIM33	1.72334180241609	2	0.422455610669736	0.779558210669384
BCAS2	1.07260211785902	2	0.584907795367319	0.0712383441889384
NRAS	0.998663398037779	2	0.606936140224013	0.482564788158043
CSDE1	2.7155417561729	2	0.257233543261604	0.09993096343857
SIKE1	0.642321068202716	2	0.725306805167452	0.331077236034764
ATP1A1	1.8574667029899	2	0.395053787883361	0.396460212511621
CD58	4.46497568857678	2	0.107261248635833	1.25913510687361
TTF2	5.76557427186219	2	0.0559785254482105	1.44433238257381
MAN1A2	5.56853612937498	2	0.0617742872701054	1.06772072120675
TENT5C	0.55601228615674	2	0.757292169394901	0.958831213695447
GDAP2	0.0914777221359282	2	0.955291393395452	0.177197341972144
WDR3	0.911473999558098	2	0.633980552199841	0.537397855496636
WARS2	0.995254307458259	2	0.607971572582991	0.621296270358318
AL359915.2	1.27835543172882	2	0.52772618655173	1.48329439009674
PHGDH	8.8826154721633	2	0.0117805226274886	1.22012939396881
SEC22B	0.024752844532084	2	0.98769985066176	0.0559442269926541
LINC00623	1.80860762754599	2	0.40482361965015	0.509188264860323
SRGAP2C	3.31591746644367	2	0.190527500887216	1.48688702262394
AC239800.3	1.22942138589288	2	0.540797329161391	0.431437466032796
AC245595.1	0.0739543242957181	2	0.963698143893457	0.134837484491619
NBPF15	11.1709302080627	2	0.00375200429156564	1.6736633041215
SRGAP2B	1.41430377177667	2	0.493046452180503	0.431192137574953
AC245014.3	6.3399451729948	2	0.042004749384969	0.442006155696714
NBPF20	1.4320247856103	2	0.488697107833517	0.621902193638556
GPR89A	0.0509417333623506	2	0.974850779190599	0.145626265561361
RNF115	1.23914660898945	2	0.538174025046766	0.35939219294776
POLR3C	0.103610451584088	2	0.949513789629529	0.16763609913738
NUDT17	0.00578358961266916	2	0.997112382404751	0.0573119719827516
PIAS3	0.00469821934789044	2	0.997653647324931	0.0516486970143063
PEX11B	2.33005643263821	2	0.311913860847448	0.685520272260022
RBM8A	4.83598485038577	2	0.0891003135712946	0.28071604926851
LIX1L	0.87798431628573	2	0.644685835144195	0.521215872686735
POLR3GL	0.639750817477341	2	0.726239514534367	0.247526687657629
TXNIP	1.36359991353712	2	0.505705923869043	0.490901658220845
NBPF12	0.0568445236720893	2	0.971977850982814	0.158811982488108
PRKAB2	1.35555449215968	2	0.507744329703987	1.195957019218
CHD1L	0.00536126209988074	2	0.997322958633218	0.0331550394134358
BCL9	1.0766435163562	2	0.583727065975989	1.78916692795373
ACP6	2.14363968864295	2	0.342384862965192	1.78414406431835
GPR89B	5.40540632960618	2	0.0670240904807431	1.76867517250081
NBPF11	1.13891140750595	2	0.565833335859451	1.85358564193621
PDE4DIP	11.7229906192078	2	0.0028469833766499	1.55676571581817
NBPF9	0.0248796489195605	2	0.987637230309628	0.213703322565755
AC245297.3	1.98883395956893	2	0.369939063635423	0.408036046798425
NBPF19	0.0325037375401289	2	0.983879480330449	0.235052853920813
HIST2H2BE	18.9693593147924	2	7.6007414943069e-05	1.5021768323608
HIST2H2AC	2.51157913441341	2	0.284850850520366	1.47073094271355
BOLA1	6.59604943597135	2	0.036956094060086	1.50578509712832
SF3B4	6.93140414844795	2	0.0312510571608732	1.05815056847067
VPS45	0.877476223001047	2	0.644849636221655	0.615315457470928
PLEKHO1	0.612623102327179	2	0.736157233082608	0.288323677218412
ANP32E	1.31142574519739	2	0.519071898529604	0.340725918379992
APH1A	5.75182673603599	2	0.0563646343314252	0.755181462693381
MRPS21	6.28796815594933	2	0.0431106989156952	0.430025620157747
PRPF3	0.0489416829951796	2	0.975826142132496	0.1161673913105
RPRD2	1.49042730546252	2	0.474632882494549	1.0006858124397
TARS2	4.1827804618395	2	0.123515301609157	1.04898609237795
MCL1	0.852408046211278	2	0.652983104888412	0.233417239981704
ENSA	1.80544510413028	2	0.405464258113388	0.223095187347162
GOLPH3L	0.934241115688775	2	0.626804519655403	0.556955028213333
CTSS	1.08779165794545	2	0.580482381437259	0.184701863817599
ARNT	5.19918610433443	2	0.074303809836951	2.79730888910525
SETDB1	0.00813106471773777	2	0.995942720729624	0.0696304678540812
CERS2	1.75780316787739	2	0.41523876620686	0.585267782136478
PRUNE1	3.9704697624647	2	0.137348349778302	0.8269196621784
C1orf56	0.112734731532211	2	0.945191840977394	0.193876778890589
CDC42SE1	0.0163356980913753	2	0.991865417200489	0.0464428271236732
MLLT11	2.76255049346608	2	0.251257932810278	4.61544632546666
GABPB2	4.54080225967459	2	0.103270746795732	2.52824107868706
TNFAIP8L2	3.25107137853656	2	0.196806219981126	0.891704339029931
SCNM1	0.243757363197953	2	0.885255759801501	0.129123227823542
VPS72	0.263308921461346	2	0.876643857628933	0.200980579365519
PIP5K1A	0.0679793272180264	2	0.96658149555013	0.143296647474606
PSMD4	0.263218859555983	2	0.876683334625841	0.0799975957661917
PI4KB	2.40653850214938	2	0.300211140240866	0.772070492561598
RFX5	2.69502662699804	2	0.259885712087642	0.626820400008099
AL391069.3	0.434744871246475	2	0.804630240528522	0.106986162488253
PSMB4	0.758762137113329	2	0.684284803553921	0.155737253081563
POGZ	0.388081814345334	2	0.823624211441612	0.31489507335369
SNX27	0.335345017534099	2	0.845630725991522	0.414809324467698
MRPL9	1.00018824360747	2	0.606473574639438	0.169966637716997
TDRKH	0.155879502362677	2	0.925020156236349	0.435669393494405
THEM4	0.465560522995705	2	0.792327659290003	0.305867556459155
S100A10	4.40661714060881	2	0.110437164115657	0.255998455172179
S100A11	19.5224614972944	2	5.76436336355846e-05	0.925548490123837
S100A6	2.88927203346938	2	0.235831899800757	0.746469594341755
S100A4	5.70388366035095	2	0.0577321060134467	0.883676685673596
S100A13	0.201359668046448	2	0.904222487822617	0.339318858908883
CHTOP	0.646027012410908	2	0.723964076294327	0.176341004072732
SNAPIN	0.636909011278259	2	0.72727216398524	0.183488866922595
ILF2	3.00775697835457	2	0.222266428307203	0.292782028327655
INTS3	2.10481786097264	2	0.349095787919153	1.96059157243556
SLC27A3	0.72594952646782	2	0.695603988072722	0.654139264764113
GATAD2B	0.97910415505947	2	0.612900864778433	0.516146976551662
DENND4B	1.61960483871531	2	0.444945970249198	1.07346939874692
CRTC2	0.799878327457591	2	0.670360827048223	0.495933106705677
SLC39A1	1.96309866123687	2	0.374730068095108	0.64395150599093
CREB3L4	0.0868015336359725	2	0.957527567884055	0.226184116623285
JTB	0.000436521970422167	2	0.999781762831985	0.00309506745780568
RAB13	0.203448265512905	2	0.903278702306807	0.294608782898223
RPS27	48.0870367406854	2	3.61437546558818e-11	0.35468742796211
TPM3	17.2090212841347	2	0.000183277228415268	0.361501502077053
C1orf43	0.127920303369339	2	0.938042378194466	0.0671958008226065
UBAP2L	0.34781946727278	2	0.840372751627215	0.25547643402341
HAX1	3.10653126101599	2	0.211555980879765	0.194724247723114
UBE2Q1	0.219422243703166	2	0.896092959585362	0.160959689538862
ADAR	0.692900437087836	2	0.707194023559229	0.184127304137044
KCNN3	46.5883613451896	2	7.64656116203355e-11	1.82423767419107
PMVK	0.766941182891846	2	0.68149211945191	0.214746246586973
PBXIP1	0.884735972864446	2	0.642513155823684	0.409391595874156
PYGO2	2.38369734107635	2	0.303659378709215	1.33517879782497
AL451085.2	2.78987814380855	2	0.247848136822209	1.9754901227889
SHC1	1.17515333442144	2	0.555672233190253	0.922788762619251
CKS1B	2.05131707737261	2	0.358560261836104	0.452581525767102
FLAD1	1.89295576462942	2	0.388105572493351	0.258052838391486
ZBTB7B	0.016508395261982	2	0.991779774722509	0.102770753676946
EFNA4	3.54681206441561	2	0.169753816079849	0.652230019851687
EFNA3	1.17612509099005	2	0.555402309699248	1.30085443415033
SLC50A1	10.4438795256564	2	0.00539685035685122	0.716143889157574
DPM3	0.960608978466302	2	0.618595007607619	0.496482101368273
KRTCAP2	0.258738463696408	2	0.878649480272597	0.185696080019605
MTX1	0.058932382115637	2	0.970963704342014	0.0564969425667767
GBA	3.80767589981976	2	0.148995682508447	2.14537623383241
FAM189B	1.67281564918104	2	0.43326409203025	0.861633603057768
SCAMP3	2.30591631508528	2	0.315701491962436	0.556776506272128
CLK2	2.7197686196216	2	0.25669047180507	1.76004217780514
FDPS	5.77595621487388	2	0.0556886954182008	0.373721179755391
RUSC1	1.76554548659787	2	0.413634418117432	1.38546515504235
ASH1L	0.0019741740278323	2	0.999013399996217	0.0116753511713587
ASH1L-AS1	0.339642984271927	2	0.843815430843271	0.591361994039919
MSTO1	0.339154992693216	2	0.844021343375263	0.600726489141725
YY1AP1	0.0109776190395849	2	0.994526226472702	0.0469851071970293
DAP3	2.81848530897677	2	0.244328254007706	0.274581896154407
GON4L	1.5350016948739	2	0.464171655747982	0.485524636575982
SYT11	1.47151616338651	2	0.479142092412801	0.725770285582235
RIT1	0.508555780007551	2	0.77547627499647	0.247392066384878
KHDC4	0.324357902804167	2	0.850289030510575	0.291589076538248
ARHGEF2	1.02620099602168	2	0.598636626792348	0.429241467341557
SSR2	23.4695700922459	2	8.01027835839463e-06	0.464942317155344
UBQLN4	2.80926798070477	2	0.245456879599861	2.03643515789156
LAMTOR2	3.07316000999312	2	0.215115538893068	0.322180580623592
RAB25	0.953419984503922	2	0.620822546537631	1.42957318037294
LMNA	3.63161625462279	2	0.162706367787032	3.72247259089099
SEMA4A	3.16928401580059	2	0.205021175942038	0.435820461746126
SLC25A44	1.97728724388272	2	0.372081031453675	1.20699994459003
PMF1	0.382401425429143	2	0.825966789476338	0.132550933688058
SMG5	2.80460386222683	2	0.246029967561511	0.70499833159921
TMEM79	1.11740771035819	2	0.571949913539103	1.14108027334554
GLMP	0.0104144315798558	2	0.994806318256457	0.0770334670486258
CCT3	0.349798913577915	2	0.839541426716759	0.0844637382961919
MEF2D	0.300115748986065	2	0.860658164828697	0.485023953280333
TTC24	0.0173205161628744	2	0.991377133934224	0.186078672734032
NAXE	0.0479329120019394	2	0.976318458834075	0.0590932932169643
GPATCH4	0.0434631563352579	2	0.978502851331996	0.0625362123217861
ISG20L2	5.07859232136551	2	0.0789219286030455	0.780095259116551
RRNAD1	3.47177555825127	2	0.176243665365267	1.00421196137966
MRPL24	0.134939827094822	2	0.934755843680337	0.155961082398009
HDGF	1.78942051187652	2	0.408726007419429	0.465492768349742
PRCC	2.35380135636404	2	0.308232571654149	0.144173314125673
ETV3	0.335575125761417	2	0.845533438294642	0.75986498438385
FCRL5	10.5283680148158	2	0.00517361293620966	2.22107448122257
FCRL4	0.711074126955388	2	0.700796969664841	1.12202433332157
FCRL3	5.16967969791643	2	0.0754081553287668	0.811751296294104
FCRL2	5.05602581485634	2	0.0798174675058981	1.03792972968234
FCRL1	3.57423490708633	2	0.167442134421722	1.03423457460791
CD1C	6.49193536813477	2	0.0389308733378685	1.59480770749419
PYHIN1	3.39706654596141	2	0.182951667512	5.34679004524724
IFI16	23.141187161518	2	9.43963181931906e-06	0.916644400112147
AIM2	0.223479866366928	2	0.894276798981099	0.0922113927197725
DUSP23	9.86150470913935	2	0.0072210684333327	1.1570161550843
TAGLN2	113.660515280697	2	0	2.32472437958373
PIGM	0.123162949137517	2	0.94027633400969	0.450189681869388
IGSF8	3.63540955030308	2	0.162398063570675	1.15234848318809
PEA15	11.7056409734134	2	0.00287178788504228	0.934436912487303
DCAF8	3.46471361062422	2	0.176867077110031	0.817047018314287
PEX19	0.216806643451326	2	0.897265636717254	0.226025604750712
COPA	1.16477300339229	2	0.558563761316194	0.406749149811131
NCSTN	1.48033686707178	2	0.477033560304666	0.652079795172942
SLAMF6	4.60815859735234	2	0.0998506910087389	0.481339549221591
CD84	10.9779754783838	2	0.00413202474469188	3.03016199340089
SLAMF1	17.0050920988398	2	0.000202950987406858	3.11693885268942
CD48	6.14340562342615	2	0.0463421756336631	0.317120681329773
SLAMF7	4.29952948432853	2	0.116511564808086	2.09156170621846
LY9	3.96673681594141	2	0.137604946191373	0.563293082814374
F11R	1.98357955459224	2	0.370912246278115	2.83321037828047
TSTD1	2.24485937526203	2	0.325487998939406	0.294670452644216
USF1	1.54578335389764	2	0.461676118040338	1.69769688451271
ARHGAP30	6.64965710969139	2	0.0359786865961663	0.454140191790612
PFDN2	7.96329794704924	2	0.0186548526034053	0.352992692041698
NIT1	0.519985084058226	2	0.771057336305289	0.285605138545122
DEDD	1.88583177650756	2	0.389490467266793	0.808949382006849
UFC1	1.36495527694476	2	0.505363332314049	0.211228717614507
USP21	0.18207249504878	2	0.912984616867313	0.651145004483423
PPOX	0.32237860040051	2	0.851130936599494	0.396310128694943
B4GALT3	1.75513478365529	2	0.415793144234094	0.570392622655478
NDUFS2	6.20475932605123	2	0.0449421279233957	0.252488274905145
TOMM40L	0.110508899615402	2	0.946244345626948	0.348306397775186
SDHC	0.533247858639433	2	0.765961072809271	0.0513743659797293
FCGR2B	1.01826712398652	2	0.601016096470205	0.766148165935443
FCRLA	7.79714075648973	2	0.0202708704180289	0.621430095011943
FCRLB	2.47652812587959	2	0.289887007006435	1.11940290302151
DUSP12	0.535674513933711	2	0.76503227464519	0.307634322715805
ATF6	7.09468867891234	2	0.0288010239268626	1.14845529916179
